LON,LAT,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
104.0540771484375,1.115966796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.05856323242188,1.115966796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.06304931640625,1.116058349609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.06756591796875,1.116058349609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.07205200195312,1.1161651611328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.0765380859375,1.1162567138671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.08102416992188,1.1163558959960938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.08551025390625,1.1163558959960938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.09002685546875,1.116455078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.09451293945312,1.1165542602539062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.0989990234375,1.1165542602539062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.10348510742188,1.1166458129882812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.10797119140625,1.1167449951171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.11248779296875,1.1167449951171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.116943359375,1.1168441772460938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.1214599609375,1.116943359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.12594604492188,1.116943359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.13043212890625,1.1170425415039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.13494873046875,1.1170425415039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.139404296875,1.1171340942382812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.1439208984375,1.1172332763671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.14840698242188,1.1173248291015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.15289306640625,1.1173248291015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.15737915039062,1.117431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.161865234375,1.117523193359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.1663818359375,1.117523193359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.17086791992188,1.1176223754882812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.45657348632812,1.111572265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.4610595703125,1.111572265625,55.662767621874806,15.241622829437256,5.226744198799134,1.7039638042449952,2.515580892562866,0.24975957870483398,0.06344137777524228,0.5155139714629192,0.040182102721645616,2.791158427625945,15.896862281742505,87.08424120396376
103.465576171875,1.111572265625,67.52857944369316,19.28814171552658,6.5109042763710026,1.8915628433227538,4.472417402267456,0.8563649177551269,0.6388204289939898,0.553010748414344,0.06157921534954219,4.196786225456066,21.033960614027457,107.98939372301102
103.47003173828125,1.1116790771484375,66.5030969619751,19.001651668548583,6.344215774536133,2.9489304065704345,5.145124816894532,1.2434797286987305,2.5205458106618117,0.30437373277387253,0.0715741359426875,4.875966763703599,22.162381354998796,110.10159711837768
103.47454833984375,1.1117706298828125,67.10321197509765,19.000862979888915,6.5042980194091795,3.9785553932189943,4.612160873413086,1.1448795318603515,4.118844304996844,0.3594581000817773,0.0885657153869166,5.3769204254758165,24.977206728234886,115.77246239185334
103.47903442382812,1.1118698120117188,66.4942756652832,18.76404333114624,6.81535758972168,5.8397821426391605,4.388452529907227,0.6920551300048828,4.996466172736367,0.3787478832433724,0.10659863137616868,7.369472243176193,28.072751845046877,117.99583352804184
103.4835205078125,1.1118698120117188,66.61758527755737,18.9837064743042,7.220512962341308,9.032699394226075,5.600088310241699,0.4898708343505859,4.88280576032803,0.3225079790460784,0.12464138213978153,8.745795578440791,31.550042203068735,121.0982542872429
103.488037109375,1.1119613647460938,65.80065088272094,19.37923355102539,7.75322208404541,9.364337730407716,8.939948081970215,0.5935832977294921,4.917286299699012,0.17810348986195706,0.13380313868351718,8.659281910341107,35.33793778717518,123.89441730380058
103.49249267578125,1.1120681762695312,65.68943815231323,19.73397226333618,7.488967704772949,8.357278060913085,14.327826118469238,0.8090740203857422,5.0404331597104175,0.057491684687263,0.14424365134106049,6.610298458197674,40.83164685368538,126.82091137170792
103.49700927734375,1.1121597290039062,65.44469900131226,19.621842193603516,7.16721134185791,7.814180183410644,20.303790283203124,0.744236946105957,5.215996177642745,0.033876219282648425,0.15338997822015354,4.539692072248357,45.8223054215312,128.73597645759583
103.50149536132812,1.1121597290039062,65.48253221511841,19.056256675720213,7.395984745025634,6.968905830383301,22.151473236083984,0.5387773513793945,4.18833971090017,0.08011795393177193,0.18101931215307263,3.463182680301929,43.77331001516431,130.77865538597106
103.5059814453125,1.1122589111328125,65.5311849117279,17.9760684967041,7.7592535495758055,7.094686985015869,17.994297409057616,0.3487096786499023,1.7105657446724378,0.22761780695592457,0.26297070927852423,2.7806115842492547,38.130551831424235,133.8642638683319
103.51046752929688,1.1123580932617188,65.61222095489502,17.00089340209961,8.101448440551758,8.482110595703125,15.966442489624024,0.32215442657470705,0.4402072857600931,0.3614509971245875,0.4217822841360769,2.4040129017784695,31.172132243216037,137.50627480745317
103.51495361328125,1.1123580932617188,65.68304753303528,16.462901306152343,8.245340633392335,9.952120494842529,15.820073890686036,0.3235334396362305,0.3331922588853081,0.2882688421888679,0.7403409972505697,2.200715625594603,26.85487848520279,140.2211715579033
103.51947021484375,1.112457275390625,65.6368651151657,16.323331451416017,8.177532863616943,10.324435997009278,12.019549942016601,0.3365303039550781,0.4931076880503854,0.13194264256338326,1.5807459405818727,2.2307192860607756,26.328083838522435,142.00827450752257
103.52395629882812,1.112548828125,66.02103834152221,16.282045555114745,8.02458815574646,10.255391120910645,9.707794761657714,0.4112880706787109,0.533541623111591,0.08909304530008266,5.21903475597304,2.313888806849718,27.99453515559435,143.22793008089064
103.5284423828125,1.1126480102539062,67.11868810653687,16.103485679626466,7.879629993438721,9.353583145141602,10.61072301864624,0.6191095352172852,0.60745750317214,0.07283694423561088,9.582838169064418,2.2822212913772093,29.981068147718908,146.02135620117187
103.53292846679688,1.1126480102539062,68.02805118560791,16.01110200881958,7.899103450775146,8.470741462707519,11.227832794189453,0.9271036148071289,0.37075267307997234,0.057771558363127105,6.888304756724703,2.387164282615413,34.40912175178528,151.22584524154664
103.53741455078125,1.1127471923828125,68.50208311080932,16.109494113922118,7.838940811157227,8.502886962890624,7.369696521759034,1.339768409729004,0.46609663924790823,0.06053373687436956,5.7835772122698295,2.825068729232953,48.91021189987659,156.49611805677415
103.54193115234375,1.1128463745117188,68.48043789863587,16.315745449066164,8.058899688720704,9.268720436096192,4.6153511047363285,1.8439273834228516,1.037373154350391,0.09530928993312335,6.61313123097497,3.5497326233948114,55.25431591272354,159.56944781541824
103.54641723632812,1.1128463745117188,67.63983936309815,16.480096435546876,8.020857429504394,11.729932117462159,3.8785255432128904,2.577565574645996,1.7546732570552463,0.1137782138914345,7.383286126141208,4.333808736730134,53.424682053923604,160.98434700965882
103.5509033203125,1.1129379272460938,65.90656023025512,16.5740948677063,8.117688655853271,15.088263893127442,3.669307518005371,3.2735275268554687,2.2540635458809124,0.09779864810679659,7.638206711764686,5.13144209417951,49.9302640736103,161.58370337486267
103.55538940429688,1.113037109375,63.655751609802245,16.6637170791626,9.131206893920899,15.133688163757324,3.048030662536621,3.690228271484375,1.9433082328794533,0.06845630640517351,7.929617165475927,6.257117264500266,46.40936304330826,161.26179749965667
